PrimaryKey;Id;Name;Latitude;Longitude;Altitude;Roll;Pitch;Yaw;RxTxType;AntennaType;CenterFrequency_Hz;Bandwith_Hz;Gain_dB;SignalToNoiseRatio_dB;XPos;YPos;ZPos;StartTime;Remark
e0e1d515-a298-4695-bfea-cd02eae4fc2f;520;RFDevice #245;49,7939927901457;6,65645008189452;0;0;0;0;Unknown;Unknown;98;47;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
4ab701e6-c7c9-4767-b7a5-75248f3f6144;902;RFDevice #246;49,7734030935202;6,63723009614159;0;0;0;0;IdealSDR;Unknown;88;48;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
bca0dc50-4010-4294-874b-aeeeeb035eb7;-246;RFDevice #247;49,759304121804;6,64662436569898;0;0;0;0;IdealSDR;OmniDirectional;86;17;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
e131fa1e-b18c-4727-a067-ba4ccecf0a2b;191;RFDevice #248;49,7909236263087;6,64047766506242;0;0;0;0;HackRF;OmniDirectional;86;72;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
6f3bee66-4c8a-40a5-8043-f0bc0a01f554;751;RFDevice #249;49,7899281520693;6,64621777445381;0;0;0;0;IdealSDR;Unknown;100;36;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
aed98530-3470-4538-9704-98dd93b59c63;488;RFDevice #250;49,7494394653818;6,65823707254535;0;0;0;0;Unknown;Unknown;87;11;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
68933f34-79e7-4975-962d-8f5d58a2d0da;-948;RFDevice #251;49,7764837474564;6,62580953145684;0;0;0;0;Unknown;OmniDirectional;88;54;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
fdf5e285-c72e-43d9-9fce-aeed4093f53f;727;RFDevice #252;49,7920310465227;6,627737310607;0;0;0;0;IdealSDR;OmniDirectional;87;58;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
28432f25-e85b-400e-adc8-f57a638e1789;345;RFDevice #253;49,750901278958;6,63179863119596;0;0;0;0;TwinRx;Unknown;91;36;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
814b6621-ac56-4529-a8de-8e624224b8c9;789;RFDevice #254;49,7555425762103;6,62812983704192;0;0;0;0;IdealSDR;OmniDirectional;89;76;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
7df774ee-1534-4dd6-87db-a078b7a709ab;766;RFDevice #255;49,7835608237457;6,6331305762862;0;0;0;0;Unknown;Unknown;85;15;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
6c951ec5-4f59-4797-bc1a-bd412c6ccecd;-481;RFDevice #256;49,7925608374255;6,6322088566015;0;0;0;0;Unknown;OmniDirectional;91;29;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
ec4b5f7e-bfa2-428a-b871-d0c8e8c05ea6;-234;RFDevice #257;49,7456283167794;6,62593198733694;0;0;0;0;Unknown;Unknown;92;24;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
5e561e2a-7928-481c-b578-713640529b47;-505;RFDevice #258;49,7750626571471;6,66332108800002;0;0;0;0;IdealSDR;Unknown;95;43;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
94fc10cd-3453-4408-8efc-ad48cedb326f;971;RFDevice #259;49,7844694651469;6,62243708670732;0;0;0;0;HackRF;Unknown;102;79;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
15259852-b8b9-40f0-863f-4d143c2e06d7;-924;RFDevice #260;49,7774864946032;6,63518482652748;0;0;0;0;TwinRx;Unknown;93;19;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
8648314b-bd27-4a52-a1c8-408d03a803f4;835;RFDevice #261;49,7787582069182;6,65037802026639;0;0;0;0;IdealSDR;Unknown;87;58;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
4c30fc44-85ff-4946-b1c8-2f4786c240e3;104;RFDevice #262;49,7795960703648;6,6441521909714;0;0;0;0;HackRF;OmniDirectional;85;64;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
3e92a048-faa0-4174-b631-8100b7746af1;-59;RFDevice #263;49,7802489781305;6,66290157018378;0;0;0;0;TwinRx;OmniDirectional;103;67;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
e9c5ed82-18be-4049-955d-19a81aafe119;-974;RFDevice #264;49,7740295490473;6,65505248121701;0;0;0;0;IdealSDR;Unknown;97;57;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
16aeb0ac-0b9a-432f-b8ce-73fd98f6e231;-73;RFDevice #265;49,7665757605994;6,62210622458365;0;0;0;0;IdealSDR;Unknown;90;55;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
713114f7-4a92-4b6b-aafd-cb98f3a466bb;-823;RFDevice #266;49,7768622626786;6,65646078763379;0;0;0;0;IdealSDR;OmniDirectional;99;51;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
79565153-7ef9-4d83-b555-d586d4d14392;721;RFDevice #267;49,7795947309832;6,62107880909991;0;0;0;0;HackRF;OmniDirectional;93;34;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
799f4a96-ba8a-43b4-8db4-619a2bc1927f;704;RFDevice #268;49,7549778573116;6,62454275035525;0;0;0;0;HackRF;OmniDirectional;96;49;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
5c635a8b-27f0-4010-85af-22c77e23897d;-995;RFDevice #269;49,7836848701152;6,6555900109447;0;0;0;0;TwinRx;Unknown;95;72;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
470ce3f7-f78a-431a-b653-53783a40c452;-917;RFDevice #270;49,7493861670481;6,64616892632864;0;0;0;0;TwinRx;OmniDirectional;99;26;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
1819adde-41fc-4257-b8be-19688854d3fe;961;RFDevice #271;49,7841063723703;6,62891178599988;0;0;0;0;HackRF;OmniDirectional;92;34;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
72b026fa-7f76-4f70-b382-4e687394ab97;-846;RFDevice #272;49,751771773177;6,63469277817057;0;0;0;0;TwinRx;OmniDirectional;89;50;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
65577030-48a3-4f66-8402-74a4e19d8522;-873;RFDevice #273;49,790174987453;6,61968205802142;0;0;0;0;TwinRx;Unknown;104;21;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
1875fd69-ec22-495d-bb22-1b3d82ac7c85;581;RFDevice #274;49,7913713067841;6,62793864832178;0;0;0;0;HackRF;Unknown;100;76;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
a1acbf79-8a74-44eb-89de-1a8d8ad43dd2;907;RFDevice #275;49,7900776309724;6,63694164351432;0;0;0;0;TwinRx;OmniDirectional;90;40;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
6d42a765-cefb-4b56-bc73-91f95a0a9c54;-171;RFDevice #276;49,783678949069;6,64265564581517;0;0;0;0;TwinRx;OmniDirectional;90;19;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
8e291a5f-bb83-47a9-9ccc-fdb5c454c83d;3;RFDevice #277;49,7498300616972;6,64019371284195;0;0;0;0;IdealSDR;Unknown;99;37;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
eebca837-9944-4981-9a4e-51d977efa331;221;RFDevice #278;49,7930341023332;6,63897548207514;0;0;0;0;TwinRx;OmniDirectional;104;28;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
59342dc1-f1fc-4248-bef7-bfa4767dc3c7;-639;RFDevice #279;49,758412918347;6,64906931642414;0;0;0;0;IdealSDR;Unknown;85;28;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
777ee7ff-8623-42a9-ad98-42a6c266dbe8;-95;RFDevice #280;49,768962072601;6,61988564776731;0;0;0;0;IdealSDR;OmniDirectional;93;23;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
61438994-a9c4-46f8-bbc5-508103517cea;577;RFDevice #281;49,768027249487;6,65923694153295;0;0;0;0;TwinRx;OmniDirectional;100;46;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
10ed16c5-976e-4c16-88f9-b0595e774ad7;-12;RFDevice #282;49,76637591491;6,66078358450955;0;0;0;0;HackRF;Unknown;102;45;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
9352c72c-d16d-4e03-888e-836e518f904a;14;RFDevice #283;49,7581015047999;6,6427550732312;0;0;0;0;Unknown;Unknown;104;11;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
bdf85d06-3dfe-4ba3-84b8-ac0b2791ed5d;646;RFDevice #284;49,7821747738197;6,65098759361603;0;0;0;0;IdealSDR;Unknown;90;53;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
b6d38fbd-8e58-4657-8d48-905447f7de11;524;RFDevice #285;49,7927622895998;6,65413416109254;0;0;0;0;TwinRx;OmniDirectional;96;12;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
e22cb870-4b3a-4557-ad17-842b153277a6;491;RFDevice #286;49,7680747495228;6,64918970262608;0;0;0;0;HackRF;OmniDirectional;103;77;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
731f4cdb-9e3d-4a9c-95ea-ab68046431f4;929;RFDevice #287;49,7777838822229;6,64625025071974;0;0;0;0;IdealSDR;Unknown;91;77;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
7beb2ea2-3356-4d12-9cb9-4f36ce27e047;-126;RFDevice #288;49,7671318664173;6,65880357797681;0;0;0;0;TwinRx;OmniDirectional;92;52;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
0423f2c3-b3ff-4dea-adb0-2f46317f1a3e;604;RFDevice #289;49,782035777511;6,64272919049628;0;0;0;0;Unknown;OmniDirectional;101;36;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
3fcd7b16-bf6e-4a15-923a-6b183249d8c3;-554;RFDevice #290;49,7528142693576;6,62147082223639;0;0;0;0;IdealSDR;OmniDirectional;97;32;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
a161fffc-6e15-4bcb-957b-e043fff3a03e;553;RFDevice #291;49,7522978973696;6,62415726129639;0;0;0;0;Unknown;Unknown;94;32;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
fc3b2d23-abe6-48d3-a5ee-3047d2d55e6f;971;RFDevice #292;49,7927056910081;6,62630049936315;0;0;0;0;TwinRx;Unknown;94;35;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
3e6deaa5-217a-48b4-8f07-3bf3b10680aa;695;RFDevice #293;49,7682109961482;6,64344252307608;0;0;0;0;HackRF;OmniDirectional;86;44;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
3db8b505-641c-4c15-aa4c-b9c4063f81e8;-458;RFDevice #294;49,7792044847053;6,66123612802547;0;0;0;0;TwinRx;OmniDirectional;101;50;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
84069f57-839f-495d-a117-660671b9b0f1;-771;RFDevice #295;49,7454408557011;6,65280236734222;0;0;0;0;Unknown;OmniDirectional;97;51;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
a554650a-f8d3-413f-8d72-61805f8a9479;-168;RFDevice #296;49,7507780161568;6,65883435278625;0;0;0;0;IdealSDR;Unknown;99;29;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
6a572616-2cb1-4a4d-9270-a5cea503e580;579;RFDevice #297;49,7829447357714;6,62849458279963;0;0;0;0;Unknown;OmniDirectional;103;44;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
d244bed6-235c-4a26-a812-8c3e2f705afd;277;RFDevice #298;49,7485117118909;6,6501407057468;0;0;0;0;Unknown;Unknown;96;28;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
9e8f89a2-1aa6-4446-a956-612d048580bf;-256;RFDevice #299;49,7670520638306;6,64123195266888;0;0;0;0;TwinRx;Unknown;93;24;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
c92aeadb-4c2a-4960-b157-345106ee9303;728;RFDevice #300;49,7571655444247;6,66405119337344;0;0;0;0;HackRF;OmniDirectional;92;45;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
3f99e81e-dcde-4a60-ba32-888e84a68913;-193;RFDevice #301;49,7553386431556;6,66142489234997;0;0;0;0;HackRF;Unknown;100;60;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
82456639-b9d5-4738-8058-90fa302e4a86;26;RFDevice #302;49,7491476531247;6,62858926419583;0;0;0;0;IdealSDR;Unknown;97;65;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
ecb30955-16de-4c2a-b025-10ccbbada9dc;680;RFDevice #303;49,7821303081493;6,65320605858858;0;0;0;0;IdealSDR;OmniDirectional;96;79;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
25a3e49f-14a3-4f19-bbed-bdadc105cf0f;100;RFDevice #304;49,7480985046234;6,66209863673542;0;0;0;0;Unknown;Unknown;89;42;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
5c6b7e59-eed1-44d1-a831-2a1b2526a8a5;105;RFDevice #305;49,7538179902954;6,64279889477561;0;0;0;0;HackRF;Unknown;101;50;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
965de2e1-a427-4cfe-9669-be2bb189bcfc;418;RFDevice #306;49,7620436144228;6,62312510652161;0;0;0;0;TwinRx;OmniDirectional;86;30;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
a81a14d6-f887-44ec-81c4-a7ecb0d9babd;-121;RFDevice #307;49,7535477238369;6,63697971572507;0;0;0;0;HackRF;Unknown;91;32;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
cfc39f74-1bf9-4f52-a3f8-7a2465e1fea4;-584;RFDevice #308;49,7747504343039;6,65893812535761;0;0;0;0;TwinRx;Unknown;102;27;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
72fad0c7-02b7-4b26-9287-c400fd2e7ed7;214;RFDevice #309;49,7952228445881;6,64313721905157;0;0;0;0;Unknown;OmniDirectional;94;20;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
e71fc97c-9077-4c93-8b1a-1f7a1107a9ba;-680;RFDevice #310;49,7533816097198;6,63845905374212;0;0;0;0;Unknown;OmniDirectional;91;21;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
b96e1ab0-9180-4cb3-bf37-190143fce64e;521;RFDevice #311;49,7808886117324;6,63470232650871;0;0;0;0;Unknown;Unknown;104;57;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
2678cf2a-42ba-4de5-ad87-907e731e14a2;680;RFDevice #312;49,7828521657999;6,62155476322484;0;0;0;0;IdealSDR;Unknown;86;64;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
f139716a-baca-4f4d-bdb9-76ebd2ffe0cd;-847;RFDevice #313;49,7882453664728;6,61767312770615;0;0;0;0;IdealSDR;Unknown;95;21;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
6a3b776d-2482-4d02-9976-ae8848e70c98;-983;RFDevice #314;49,7672601600602;6,63090546595454;0;0;0;0;HackRF;Unknown;94;36;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
e7a8d245-8c2b-448f-85d4-d6cbd767ddd0;-169;RFDevice #315;49,7660731817548;6,65265565486297;0;0;0;0;IdealSDR;OmniDirectional;94;48;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
7bdbb531-0a17-4001-a221-f354b124ff4c;-372;RFDevice #316;49,7624298574339;6,66070938964887;0;0;0;0;HackRF;OmniDirectional;86;13;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
02d3ddbd-cf71-4ed5-b5bc-f350f3bbfdbf;-251;RFDevice #317;49,7778748306454;6,65483190866426;0;0;0;0;TwinRx;OmniDirectional;104;76;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
7e7e6044-28ef-41a6-9a27-ca0e26dc8918;95;RFDevice #318;49,7659041179063;6,65321061431594;0;0;0;0;HackRF;Unknown;89;35;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
9f94665f-fd77-428b-867d-26fd715bb3a6;-260;RFDevice #319;49,758037172296;6,64803608201367;0;0;0;0;TwinRx;OmniDirectional;98;33;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
7617db55-e0d5-4975-b2fc-e04cdd98ca6c;-374;RFDevice #320;49,7671847997424;6,65799011343545;0;0;0;0;IdealSDR;Unknown;101;56;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
bd775dcc-1ee1-4fd4-afec-570867e8e094;-224;RFDevice #321;49,7562874531281;6,61793178755708;0;0;0;0;IdealSDR;Unknown;101;52;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
f6b9daed-c283-4d0a-acfb-b25bc43852a3;-72;RFDevice #322;49,7719427561135;6,64310548952008;0;0;0;0;IdealSDR;Unknown;89;76;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
eebd1bb8-9e57-4346-ac7d-492828539274;948;RFDevice #323;49,7718238682699;6,66254098224586;0;0;0;0;IdealSDR;OmniDirectional;95;65;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
76a3cc1d-1f4e-43ec-92fd-20b138074c52;-362;RFDevice #324;49,7555485159528;6,62790130829355;0;0;0;0;Unknown;OmniDirectional;100;52;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
314c7b87-1d9c-4a68-b702-7c5073859c76;489;RFDevice #325;49,787063862598;6,66183332610043;0;0;0;0;HackRF;OmniDirectional;88;61;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
b9e2d20c-d5df-4788-85c8-698f626e3675;289;RFDevice #326;49,7574884848582;6,61877276467116;0;0;0;0;Unknown;OmniDirectional;89;71;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
efd4550a-43ae-41ba-a8cc-9711d37cc30e;-34;RFDevice #327;49,7851209432627;6,62507947970432;0;0;0;0;IdealSDR;Unknown;96;46;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
5ecfddd1-b09f-458e-9dc0-2b29a6b375f3;-164;RFDevice #328;49,763338587171;6,65933197610994;0;0;0;0;HackRF;Unknown;100;30;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
46de0f34-4053-48bb-8f03-4db7f8ef1667;854;RFDevice #329;49,7881580574028;6,63172789424287;0;0;0;0;Unknown;OmniDirectional;95;71;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
354b8425-2343-4f76-9078-337ba01d186c;589;RFDevice #330;49,7647923592891;6,63606296529824;0;0;0;0;IdealSDR;OmniDirectional;85;51;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
e2d2f5ff-5918-44e3-95a9-606477d222f8;-356;RFDevice #331;49,7535772039682;6,63258374287881;0;0;0;0;HackRF;Unknown;95;67;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
f756844e-e9d3-4394-a7e1-9499e51bda7c;-374;RFDevice #332;49,7482893527821;6,61645169335266;0;0;0;0;Unknown;OmniDirectional;90;11;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
807de9a5-644a-427e-88e7-955289efd042;908;RFDevice #333;49,7646257749472;6,65715643023022;0;0;0;0;HackRF;Unknown;104;67;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
6799ff65-33cb-475d-b4db-78abc22e5385;826;RFDevice #334;49,7648011224058;6,62976273287556;0;0;0;0;HackRF;OmniDirectional;91;41;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
560f6bc9-8550-468b-a850-ce135a5c61a0;531;RFDevice #335;49,7862838987308;6,62133373572101;0;0;0;0;HackRF;OmniDirectional;103;18;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
33570024-af73-4a25-bdae-3e93a3145aab;-936;RFDevice #336;49,7548253193631;6,64332146755588;0;0;0;0;IdealSDR;OmniDirectional;86;48;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
95880e43-306d-4e55-8c32-3550023b9976;-264;RFDevice #337;49,7728728850124;6,62575627491626;0;0;0;0;IdealSDR;OmniDirectional;91;21;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
5f0347ae-5357-4e6d-b0cc-fccbfa2d0372;-310;RFDevice #338;49,7640852058017;6,6361794650678;0;0;0;0;IdealSDR;OmniDirectional;91;78;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
1cda9b9f-30c7-4c4e-870f-79b85b9195ea;213;RFDevice #339;49,7773909359477;6,61798358047767;0;0;0;0;HackRF;OmniDirectional;97;41;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
6fa5d458-d663-4cc7-b96b-5f4b90d067af;-482;RFDevice #340;49,7668983849653;6,62597230387212;0;0;0;0;TwinRx;OmniDirectional;96;45;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
0fc9bead-f9fc-4fbd-bbae-46b8d02ae13f;684;RFDevice #341;49,7846683125051;6,62139715604097;0;0;0;0;TwinRx;OmniDirectional;93;24;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
bf76400f-5917-410c-98b4-890369a087a8;317;RFDevice #342;49,7856678817232;6,61672930715467;0;0;0;0;IdealSDR;Unknown;103;24;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
6e796d49-cc0a-4523-b104-bb558f20a767;-572;RFDevice #343;49,7755989302878;6,64558368790237;0;0;0;0;Unknown;Unknown;86;35;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
909b0b03-d3d4-4b40-9f6b-9767539fa80a;-814;RFDevice #344;49,756000207099;6,65419172208965;0;0;0;0;Unknown;OmniDirectional;93;72;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
862a743c-b5b3-447f-8468-f514ede860f1;731;RFDevice #345;49,7737082730501;6,63177755175721;0;0;0;0;HackRF;OmniDirectional;92;68;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
009aa6cd-f1f8-4ef9-b262-dac576ff895a;-139;RFDevice #346;49,7771649385108;6,65457522070262;0;0;0;0;HackRF;Unknown;93;43;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
e085d2a3-4a61-470a-9eb3-b34957c75dcf;-542;RFDevice #347;49,7710999167035;6,64036412440737;0;0;0;0;Unknown;Unknown;98;70;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
a67ec3a5-177b-4801-91ea-ecdd053f7979;-145;RFDevice #348;49,7653774483312;6,64145864014596;0;0;0;0;Unknown;Unknown;94;31;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
b9191574-5e58-41c7-afab-d67f1946151f;825;RFDevice #349;49,7598666986142;6,62379265672718;0;0;0;0;Unknown;Unknown;100;45;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
907c2614-3f6a-4621-b320-e52c6a8ef0cb;542;RFDevice #350;49,766040351144;6,63498146097422;0;0;0;0;HackRF;OmniDirectional;85;19;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
67dfe90b-c562-456d-a879-a4b83711b978;460;RFDevice #351;49,7689821902163;6,64103349248475;0;0;0;0;TwinRx;Unknown;86;63;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
76a6fdac-d39d-49e0-a97e-fb382ea6a14e;397;RFDevice #352;49,7748425017105;6,61498163182069;0;0;0;0;Unknown;Unknown;103;50;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
220939fd-665e-45a2-81ec-df8a00a3048d;-347;RFDevice #353;49,7739230774798;6,63670985457814;0;0;0;0;HackRF;OmniDirectional;95;59;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
5b8c4c2b-1c63-4ce5-ae90-2bce12e36338;-998;RFDevice #354;49,7776636859642;6,6176666207183;0;0;0;0;TwinRx;OmniDirectional;95;41;0;0;0;0;0;0;The quick brown fox jumps over a lazy dog.
9bfaed4f-d697-457a-8ae9-b7446cd3059c;-460;RFDevice #355;49,7879409573096;6,62437424497431;0;0;0;0;IdealSDR;Unknown;99;30;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
25a43a8c-f789-4374-94e1-c00ece8c44bd;52;RFDevice #356;49,7947788905905;6,62781518156087;0;0;0;0;IdealSDR;Unknown;99;13;0;0;0;0;0;0;Falsches Üben von Xylophonmusik quält jeden größeren Zwerg.
c0f7cfc3-0ed8-4c4f-9e9d-13da23c6525c;663;RFDevice #357;49,766801580759;6,61639887902732;0;0;0;0;TwinRx;Unknown;101;41;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
858d9125-0f68-4729-b68a-e216406967af;530;RFDevice #358;49,7486273179634;6,64502689919217;0;0;0;0;HackRF;OmniDirectional;88;74;0;0;0;0;0;0;Franz jagt im komplett verwahrlosten Taxi quer durch Bayern.
697a7430-48d7-4204-a2ba-6766f9d06db9;-720;RFDevice #359;49,7745493585702;6,64114442331784;0;0;0;0;Unknown;Unknown;93;12;0;0;0;0;0;0;Vom Ödipuskomplex maßlos gequält, übt Wilfried zyklisches Jodeln.
